user,review_count,median_rating,max_rating,min_rating,mean_rating
Celtic Joker,674,6,10,2,6.253709198813056
cengel60,652,8,10,3,7.4524539877300615
cerulean,600,6,9,1,6.110833333333333
Ceryon,634,6,10,1,5.741468123028391
cesaru2,507,7,10,4,7.053254437869822
Ceti,592,7,10,3,6.898141891891892
cfarrell,1880,6,10,1,6.1082446808510635
cgardner13,617,6,10,1,5.991896272285251
cggritt,510,7,10,1,6.527450980392157
CGMitchell83,498,7.5,10,2,7.354417670682731
cgrice1,994,7.5,10,1,7.1976861167002015
Chabousse,1006,6.9,10,1,6.690854870775348
chaddyboy_2000,1612,6,10,1,5.4972084367245655
chadridgley,515,7,10,2,6.588349514563107
chadw09,691,7,10,1,6.88712011577424
Challst,607,7,10,2,6.644151565074135
Chancellordan,754,7,9,4,6.962864721485412
changeling316,719,7,10,2,7.165507649513213
chanms,551,7.2,10,2,7.025444646098004
charleaux,525,7,10,4,7.0304761904761905
Charles Vasey,710,7,10,1,6.608450704225352
CharlesMay,574,6,10,1,6.111498257839721
charlest,1089,6,9.5,1,6.297704315886134
CharlieWonka,1095,7,10,1,6.7810502283105025
Charly127,577,7,9.5,2,7.1270363951473135
CharlyGeek,550,7.3,9.9,3.5,7.158727272727273
CharmlessMan77,659,7,10,1,6.82556904400607
Chatbus,586,8,10,4,7.8035836177474405
chaton27,763,7,10,4,7.222804718217562
chbates,558,7,10,2,6.946236559139785
chearns,869,6,10,2,6.2623705408515535
Cheelara1,880,7,10,1,6.980681818181818
Cheesechick,651,6,10,1,6.261904761904762
CHeMiCaL,591,7,9.5,1,6.787055837563452
chenchin,597,7,10,1,6.848790619765494
Cheno,511,7,10,1,6.485322896281801
cherksken,766,7,10,1,7.136422976501305
Cheryllion,516,7,10,2,6.821705426356589
chesrcat,572,6,10,2,6.1082167832167835
Chetil,538,7,10,1,6.555762081784387
chewbecca,510,7,10,2,6.972549019607843
Chiefnbeef,586,8,9.7,4,7.848293515358362
chiefsachem,748,7,10,2,7.169786096256685
ChildeRoland1919,588,7.4,10,2,7.312015306122449
Chimes,629,6,10,1,6.288950715421303
chindent,705,7,10,1,6.626950354609929
chinless,547,5,10,1,5.404021937842779
chongheinrich,556,7,10,2,7.013489208633094
ChrB,1651,6,10,1,5.596305269533616
Chris Barnard,930,5,9,1,4.838709677419355
Chris Bayley,507,7,10,1,6.830966469428008
Chris Coyote,496,6,10,2,5.673185483870967
Chris Sjoholm,973,6.57,10,1,6.432707091469681
chrisandrachel,988,5,10,1,4.820344129554656
Chrisboote,908,6,10,1,5.66409691629956
CHRISDH,1045,7,10,1,6.392344497607655
chrisdr,567,7,10,3,6.806084656084656
chrisnd,575,7.25,10,1,7.059565217391304
Chrisrob,550,4,10,1,4.690727272727273
ChrisSmith4773,844,7.5,10,3,7.330343601895734
christianlafferla,775,6.5,9,2,6.051612903225807
Christine Biancheria,1194,7,10,1,6.89212730318258
chriswray84,1260,7,10,2,6.726190476190476
chriswtham,502,7,10,1,6.602091633466135
Chrizlutz,564,7.3,10,2.8,7.096631205673759
Chromaline,553,7,10,3,6.783001808318264
chrox,519,7,10,1,6.536608863198459
chtfld,811,7.2,10,2,7.23612823674476
chuchanas,630,7,10,1,6.587301587301587
Chuck Singer,622,7,10,1,6.80991961414791
Chuckila,511,7.5,10,3,7.436203522504893
Chucklemagne,517,7,10,2,7.132495164410058
chucklinus,1108,7,10,4,7.4675090252707585
Chuie,699,6.5,9.25,1,6.3012017167381975
Chump,516,6,10,2,6.093023255813954
chunb,627,7.5,10,3.5,7.444657097288676
ChYga22,598,7,10,2.5,6.860033444816054
ChyronDave,610,7,9,1,6.814754098360655
ciggie,550,7,10,1,6.725454545454546
Cinenerd,802,7,10,1,7.105985037406484
Cinful,1109,7,10,1,6.631199278629396
citilogic,826,7.5,10,2,7.296004842615012
cito88,713,7,9.5,2,6.7531556802244035
Ciuniek,775,7,10,1,6.461935483870968
cjharris30,600,7,10,1,6.705
clantargh,674,7,10,1,6.594213649851632
Clapas,749,6,10,2,6.186915887850467
clapboardgames,744,7,9.5,2,6.960752688172043
Claudio Turri,609,6.5,10,1,6.412151067323481
claudio212,709,6,10,1,5.839210155148096
Clems80,554,7,10,1,7.240072202166065
clientella,559,8,10,4,7.909660107334526
Clint Barton,700,7,10,1,7.070142857142857
clmu,617,6.25,10,1.25,6.046596434359805
clownfeet,595,7,10,2,6.85126050420168
clru,761,6.6,10,1,6.463600525624178
clube,548,7,10,1,7.364416058394161
clydeiii,580,7,10,1,6.691827586206896
cmcgaughey,599,7.5,10,2,7.553422370617696
Cmwest,805,6,10,1,6.166459627329193
cnidius,806,7,10,1,6.611898263027295
coasterb,529,7,10,1,6.527410207939509
Cocco0716,904,5,10,1,5.457964601769912
Cogliostro,936,6,10,1,5.948183760683761
cogstockeros,635,6,10,1,6.317322834645669
coldkorn,1086,6.125,10,1,5.998618784530387
colinthehuman,828,7,9,2,6.383454106280193
ColinWesley,618,6,10,1,5.938511326860842
colleens,519,6,10,1,5.603082851637765
collezionista,632,7,10,1,7.199367088607595
Colors,520,6.5,10,2,6.635576923076923
ColtsFan76,843,7,10,1,7.11803084223013
Comrade_Sarayev,982,6,10,1,6.369653767820774
concreek,499,7,10,2,7.4188376753507015
Condescend,604,7,10,2,6.979304635761589
ConnerCP,900,7,10,4,7.1627777777777775
controlledinsanity,788,5,10,1,5.024111675126903
coolmagma,704,6,10,1,6.535511363636363
copax,591,8,10,5,7.795262267343485
coralsaw,662,7,10,1,6.872356495468278
corkysru,1139,7,9.99999,1,6.915684521510096
cornelanner,535,5,10,1,5.235514018691589
cornjob,765,7,10,1,6.722222222222222
coroner,836,7,10,2,7.360645933014354
Corrino22,762,7,10,1,6.659448818897638
CortexBomb,518,5,10,1,5.142857142857143
Corwyn59,820,7,10,1,6.488487804878049
Cosiness,768,7,10,2,6.811197916666667
costello,853,6,10,2,6.137162954279015
CotB,499,6,10,1,6.168336673346693
Coudloc,776,7,10,2,6.990979381443299
counter example,517,7,10,1,6.551257253384913
CounterClockWise,685,7,10,4,7.192700729927007
cowchip7,665,7,10,2,6.720300751879699
cowhollow,1947,7,10,1,7.019003595274782
CplHorne,526,7.5,10,1,7.210266159695817
Craig Viau,674,7,10,1,6.749258160237389
Craigus69,705,7,10,3,7.10354609929078
crayc30,628,7,9.5,1.5,7.093949044585988
crazyclark,1610,6,9,3.3,6.254223602484472
CrazyCod,687,7,10,1,6.550218340611353
CrazyIvan22,536,7,10,1,6.600062182835821
crazyyog,700,7,10,1,6.785714285714286
crimescene,933,6,10,2,6.052518756698821
cristianf,843,7,10,2,6.553973902728351
crobledo,547,7,10,1,6.439670932358318
crocko33,619,7,10,2,6.985864297253635
crockpot,755,7,10,2,6.3748344370860925
cromatoast,521,7,10,2,6.395393474088292
crowchaser,1000,7,10,1,6.5475
cruccio,672,6,10,2,6.242559523809524
Crunk004,553,6.5,10,2.5,6.459312839059675
crushgals,511,6,10,2,6.25440313111546
Crygen,832,6,10,1,5.9609375
Crynus,571,6.5,10,1,6.4430823117338
cryptosha,2088,6.49,10,1,5.617322796934866
csabull,669,7,10,1,7.115097159940209
cscottk,649,7,10,1,6.640215716486903
cSfLoser,631,7,10,2,6.867670364500793
csibadajoz,750,7,9.7,1.5,6.677066666666667
csibu,814,7,10,1,6.968918918918919
Csigs,576,7,10,2,6.707465277777778
csiq101,561,6,9.8,1,5.890552584670232
cslinxin,549,6.9,9.9,1,6.712750455373406
csugioka,535,7,9,2,6.517757009345795
ct5150,1045,6,10,1,6.130143540669857
Cthulhu1,523,7,10,1,6.905353728489484
cuazzel,1084,5,10,1,5.408210332103321
Cubsfan31,1091,7,10,1,6.666819431714024
curtc,1083,6,10,1,5.806555863342567
cuzzle,1016,6,10,1,6.315255905511811
cwiveblun,551,6,9.9,2,6.392740471869328
CyanideNow,844,6,10,1,6.2559241706161135
Cyberian,1685,6,10,1,6.094362017804154
cyberpianta,637,7,10,3,6.943171114599686
cymric,808,4,9,1,4.337871287128713
Cyol,642,7,10,2,6.803738317757009
cypar7,1702,6,10,1,5.682726204465335
cyril720,1107,6.5,10,1,6.17773261065944
cythrawl,687,7,10,2,7.312954876273653
cz75hiro,552,7,10,3,6.548913043478261
czrdup,539,7,10,4,7.092764378478664
D Erasmus,880,7,10,1,6.666761363636364
D0NK1J0T3,770,8,10,1,7.766974025974026
D1zzy88,568,7,10,1,6.362235915492958
da pyrate,1514,6,10,1,6.127912813738441
Daboom,537,7,10,3,7.176275605214153
dacoutts,519,6,10,1,6.063583815028902
daddy cool,604,5.5,9,1,5.360927152317881
dafair,2176,7,10,2,6.736213235294118
Dagoma,623,6,9.1,3,6.35024077046549
Dagon1349,497,8,10,2,7.691649899396379
DaGreenMachine,798,6.25,10,1,6.327318295739349
daikage,1515,7,10,2,6.959075907590759
dajial,686,7.3,10,4,7.368586005830903
dakarp,643,7,10,1,6.356143079315707
dakendi,716,7,10,2,6.749930167597765
dakerr,2105,7,10,1,7.007600950118765
daleygamer,865,6.5,10,2,6.50242774566474
dallanc,527,7,10,1,6.557874762808349
Damlog,1047,7,10,1,6.437058261700096
DamonH,725,6,10,2,6.238620689655172
damonstea,1323,6.5,10,1,6.346182917611489
Dan Johansson,539,7,10,1,6.376623376623376
dan_alex,787,6.9,9.6,4.5,6.84853875476493
danaolson,533,7,10,1,6.906191369606003
DancerInDC,633,6.75,10,1,6.501342812006319
dancingdanslc,1312,5,10,1,5.498475609756097
dandyy,521,7,10,3,6.986756238003839
Daniel666,512,7,10,2,6.71484375
danielcs,837,6,10,1,6.206415770609319
danielwahlen,538,7,10,2,6.675650557620818
DannyDriver87,704,7,10,1,6.498579545454546
danperrault,1208,6.7,10,1,6.525653973509934
Daquinus,517,7,10,4,6.860735009671179
dar_ling,606,6,9,2,6.1072607260726075
Daramere,981,6,10,1,5.777777777777778
darigaaz1975,524,7,10,2,7.263358778625954
Dark falcon,543,7,9.5,4,7.262983425414364
darkbanan,697,6,10,1,6.048780487804878
Darke,511,6,10,1,6.244618395303327
darker,624,6,10,1,6.2131410256410255
darKOR,597,7,10,1,6.633165829145729
darkpact,604,7,10,1,7.114238410596027
DarkRanger1,651,7,10,1,6.852534562211981
darkruffy,527,7.5,10,1,7.375521821631879
DarkS0uL,605,7,10,2,7.055818181818182
darkwerks,755,6.5,10,1,6.509271523178808
darmion,971,6,10,1,5.959577754891864
darquil,836,5,10,1,5.303827751196172
DarrellKH,775,7,10,1,6.642451612903225
DarrinWilliams,812,7,10,2,6.614532019704433
darthgamer,781,7,9,4,6.504481434058899
DasBaerchen,526,6.5,10,3,6.569391634980988
DasSchmiddi,654,7,10,1,7.468654434250764
datefruit,970,2,10,1,2.8463917525773197
Dathkadan,675,6,10,3,6.496296296296296
davacoll,628,7.5,10,2,7.486464968152866
davebo,835,6,10,1,5.546107784431138
davegw78,1146,5,10,1,5.838568935427574
davek,930,7,10,4,7.06236559139785
DaveKitcat,632,7,10,4,7.109177215189874
davethegame,664,6,10,1,6.235692771084337
davetompkins,930,7,9,1,6.7612903225806456
David Ells,2120,8,10,1,7.9868490566037735
David Vander Ark,672,6.5,10,1,6.4211309523809526
DavidG55311,547,6,10,1,6.148080438756856
davidmann,579,7,10,1,6.449050086355786
DavidMcGregor,496,6,10,1,6.469758064516129
Davidpdm,516,7,10,1,6.674612403100776
dbarbaglia,824,6.5,9,2,6.528458737864078
dbucak,813,8,10,1,7.42189421894219
ddash,2491,6,10,2,6.293857888398233
ddavewittmann,742,6,9,1,5.799730458221024
DDPage,1074,6.5,8.5,1,6.337523277467412
DDRNick,500,7,10,2,7.001
dduhamel1,580,7,10,1,6.527586206896552
deactivision,674,7,10,1,6.783234421364985
deadeyes84,641,6.5,10,1,6.509360374414976
DeadFrog,555,7,10,1,6.967567567567568
Dean Bud,512,7.4,9.8,3.1,7.2580078125
DearGeorgina,639,6,9,2,5.72378716744914
DearVienna,592,6,10,3,6.16258445945946
decius,584,7,10,1,7.034246575342466
DeDaan,652,7,10,1,6.947852760736196
deedw,928,7,10,1,6.626077586206897
Deeevorce,505,6.5,10,1,6.402970297029703
deeksworld,576,7,10,4,7.087673611111111
Defdamesdompi,944,7,10,1,6.565677966101695
Deinos,1050,7.5,10,1,7.086428571428572
deiv,576,6.9,10,2,6.8069444444444445
dekedagger,918,7,10,1,6.586056644880174
DeKerstman,727,7,9.8,2,7.143878954607978
delabarr,516,7,10,3,7.071705426356589
Delcojon,590,7,10,4,7.078474576271186
delia,865,7,9.5,2,7.0745664739884395
deloosestef,842,7.5,10,3,7.182304038004751
delpiero79,613,8,10,2,7.8205546492659055
DeltaDemon,946,7,9.9,1,6.613636363636363
deltarn,709,7,10,3,6.8166431593794075
Delthos,578,7,10,1,6.837370242214533
DeMorcerf,540,6.5,10,1,6.212962962962963
Denagogen,509,7,10,2,6.894891944990177
dengue,1067,7,10,1,6.342080599812559
Dennis Murray,836,6,10,2,6.473684210526316
dennyh711,644,7.2,10,4,7.279425465838509
denverarch,775,7,10,2,6.837935483870968
DenverWolf,515,7,10,1,6.867961165048544
DepressedMonk3y,684,7,10,2,7.176900584795321
Der Ubermolch,1144,6,10,1,5.6678321678321675
DerfSavage,702,7,10,1,7.044729344729345
derk,572,7,10,1,6.519230769230769
DerMaster,525,7,10,3,6.905714285714286
DerSchroeder,2471,6,10,2,6.413193039255362
dervich,518,7.35,10,1,7.017760617760618
deserter85,519,7,10,2,7.077552986512524
Desiderata,710,6,10,1,5.911267605633803
Despair,945,6,10,1,5.972486772486772
despelletjesvrienden,597,7,10,1,6.711892797319933
dessmond,570,7,10,4,6.923508771929825
Destrio,997,6,10,1,5.780341023069208
Desue,570,8,9.8,1,7.804122807017544
detchere,520,8,10,1,7.980192307692308
Detti76,637,7,10,2,6.764521193092621
dettmarp,694,6,10,1,6.357853025936599
DeviantMagick,2143,5,10,1,4.94447036864209
dexdouglas,1076,6.5,10,1,6.4582156133829
dfernand,652,8,10,1,8.131901840490798
dghughes,751,7,10,1,6.826897470039947
Dharquen,1723,7,10,1,6.911375507835171
DHolte,654,7,10,2,6.572477064220183
dhoylman,1964,6,10,2,5.803462321792261
Dhrendor,831,7,10,1,6.661853188929001
diablotm,627,6.5,10,1,6.2727272727272725
dialwand,744,7,9.5,1,7.153225806451613
diddle74,938,7,9,1,7.061833688699361
didier_adasoc,1244,7,10,3,6.707395498392283
didiita,763,7,10,1,7.060943643512451
dierenh,1039,6.8,9.3,1,6.38614051973051
dietevil,581,7,10,1,6.869621342512909
dig mushroom,1086,6,10,1,5.6276243093922655
DigitalCulture,537,7.01,10,1,7.047938547486034
dimarco70,1208,6,10,1,6.305049668874172
diock20,851,6,10,1,6.08578143360752
diothyme,1118,6,10,1,6.066636851520572
Dirk.Krause,740,7,10,2,6.967567567567568
dispero,642,7.4,9.1,5.6,7.415109034267913
DiSta,1167,7,10,3,6.6015424164524426
ditadinchiostro,501,6.5,10,1,6.416766467065869
ditterio,729,8,10,2,6.995884773662551
dixijo,1076,6.5,9,1,6.256970260223048
dizzyl,793,7,10,1,6.580264817150063
djali2015,909,6.5,10,1,6.185203520352035
djberg96,727,6,10,1,6.035075653370014
djboss,648,7,10,2,6.83179012345679
djdano,843,7,10,1,6.5088967971530245
djfranky,881,7,10,2,6.741770715096481
djlg,643,6,10,1,6.129860031104199
djnesq,871,6,9,1,6.2284730195177955
Djsachs,550,7.11,10,1.6,6.9546909090909095
dkeisen,776,6,10,1,6.087628865979381
dkingnu,1115,7,10,2,6.892735426008969
dkotecki,506,7,9.5,3,6.760869565217392
dlb2,531,7,9.5,3,7.086470809792844
dlminsac,1062,7,10,1,6.935028248587571
DLongo,613,7,10,2,6.5424143556280585
dmarsh1989,515,7,10,1,6.47378640776699
Dna_Boy,815,7,9.75,1,6.930306748466258
dnorthcott,549,7,10,2,6.504553734061931
Doccabet,1004,8.25,9.5,2,8.044940239043825
Docrene,581,7,10,1,6.841652323580035
Dodito,849,7,10,4,7.27620730270907
Doel,5131,8,10,2,7.496199571233678
doerrhb,1261,6,10,1,6.2640761300555114
dogberry,1071,7,10,1,6.366013071895424
dogterom,563,6.5,10,1,6.320248667850799
doiron99,509,7.5,10,3,7.195481335952849
dokebie,565,9,10,2,8.727948672566372
Dolphinandrew,815,7,9.5,1,6.731288343558282
Dolphineke,1064,6.5,9,2,6.554793233082707
Dolus,701,6,10,2,6.371469329529244
dolzandavid,500,6.5,10,1,6.205
domcrap,728,6,10,1,5.814862637362637
domi123,697,7,10,1,6.525107604017217
domus_ludorum,627,7.25,10,1,7.060845295055821
Don Smith,630,6.5,10,1,6.54584126984127
DonBorch,507,7,10,2,6.834319526627219
Donegal,503,7,10,1,6.21272365805169
Dongemon,972,7,10,2,6.9488683127572015
donpositano,569,7,10,1,7.015817223198594
dontolio,511,7,10,3,7.407827788649707
dontylw,1249,6.5,10,1,6.584267413931145
Doomfarer,1289,6,10,1,6.187742435996896
Doomsdarkseid,514,7,10,2,6.996108949416342
dooz,1441,6,10,1,5.879944482997918
Dopeski,960,7,10,1,6.795416666666667
dorakeen,523,7,10,1,6.662523900573614
Dormammu,825,6,10,1,6.048484848484849
Double Dan,771,6,10,1,6.143968871595331
dougadamsau,1876,6,10,1,6.224413646055437
DougOrleans,1041,6,10,1,6.008645533141211
dourdou,1032,7,10,3,6.906976744186046
Downblaw,1027,7.5,9,2,7.422590068159688
DowntownDic3andGam3s,597,7,10,1,6.802345058626465
Dozokot,835,7,10,2.5,6.5796407185628745
dpbernath,661,5,10,1,5.4114977307110435
dpkmc,585,7,10,1,7.016076923076923
Dr Burdie,733,7,10,2,6.957708049113234
dr glaze et al,906,5,9.5,1,5.309602649006623
dr_ballon,1050,7,10,3,6.996238095238096
dracoPL,520,6.9,9.5,1,6.505961538461539
DrafthouseGames,764,7,10,1,6.772251308900524
drag7200,523,7.5,10,4,7.369980879541109
draghetto,905,7,10,1,6.97646408839779
Dragon64,519,7.5,9,5,7.416570327552987
dragonagb,514,6,9.5,1,6.111867704280155
dragonster,1139,6,10,1,5.827919227392449
dragos_br,765,6,10,1,5.882352941176471
dragtoon,736,8,10,4,7.622282608695652
DrakeStorm,573,6.5,10,3,6.603839441535777
drakos42,917,7,10,1,6.419302071973828
dralius,888,6,10,2,6.125563063063063
drasher25,817,7,10,2,7.063035495716035
drazkor,579,7,10,2,6.939550949913644
drcsaba,646,7,10,1,6.856037151702786
Dreadnaut,498,7,10,2,6.853413654618474
dreadpirate,530,7,10,1,6.659867924528302
drevilz4l,496,7,9,2,7.148185483870968
Drewcooter,791,7,10,1,6.868520859671302
Drez,534,7,10,3,6.6367041198501875
DrFace,917,7.5,10,2,7.334242093784079
DrGrayrock,1033,7,10,2,7.139109390125847
DrHeimlich,596,6,10,1,5.988255033557047
driehm,649,7.4,10,1,7.237204776579353
drinodue,1105,6,10,3,6.5402714932126695
drmark64,556,7,10,2,6.876798561151079
droberts441,522,7,10,1,7.124521072796935
drope,805,7,9.9,3,6.652049689440994
DroppEcho,1088,6,10,1,5.7265625
drpaj,699,7.5,10,4,7.51931330472103
DrPhibes,716,6,10,1,5.9001396648044695
drstrnge,622,7,10,1,6.765273311897106
Drugo,647,6,10,1,6.352395672333849
drunkenKOALA,768,7,10,2,6.878919270833333
Drusander,973,6,10,1,5.971736896197328
Druss2000,551,6.5,10,1,6.151542649727768
DrWildcat,649,6,10,1,5.396101694915254
DSavard,665,6,10,1,5.727819548872181
Dscalibur,820,5,9,1,4.8341463414634145
dschises,771,7,10,1,6.740596627756161
dtroyano,535,7,10,1,6.689719626168224
dturnerfish,844,7,10,1,6.6649881516587675
Dubbelnisse,909,7,10,2,6.998899889988999
dubejeff,577,7,10,3,6.929809358752166
Duch,634,6,10,1,5.620031545741325
duckworp,973,6.5,10,1,6.152723535457349
Ducttape2021,518,7,10,1,7.170849420849421
DuelKnives,595,6,10,1,6.458823529411765
Duffmansgames,530,8,10,3,8.096226415094339
duggo42,754,6,10,1,6.110079575596817
Dugrex56,549,7.5,10,3,7.556466302367942
Dugy,1079,7,10,2,6.532900834105654
DuKane82,508,7,10,6,6.857283464566929
dumpty,1151,7,10,1,7.375760208514335
dustyu,859,7,10,1,6.775320139697323
duvalmont,572,6.5,10,3,6.317657342657343
dwarf,573,6,10,1,6.191972076788831
dwgteach,598,7,10,2,6.491638795986622
dwood1313,692,8,10,1,7.2601156069364166
Dybouze,724,6,10,1,5.972375690607735
dysjunct,535,4,10,1,4.185046728971963
dzevin,551,7,9.5,2,6.887023593466425
e.c.r.,529,7,10,1,6.997164461247637
e0004252,590,8.350000000000001,10,4,8.345254237288136
e1deno,945,6.5,10,1,6.29989417989418
e3655,764,7,10,3,6.81609947643979
eadred,617,4,10,1,5.254457050243112
Earl of Dukes,1473,6,10,1,6.214528173794976
EarlofBronze,694,6,10,2,5.8198847262247835
easterly1,832,6,9.5,1,5.938100961538462
eastfire,704,7,10,1,6.853693181818182
eastwoodk,603,7,10,1,6.791210613598674
easye1982,502,6.5,10,1,6.376494023904383
eatshootsandleafs,860,7,10,1,6.549418604651163
eban,515,7,10,1,6.699417475728155
echelon,534,7,10,2,6.8870786516853935
ecoboardgeek123,1555,5.1,9,3,5.487395498392282
ecoplayer,657,7,10,2,6.827853881278539
Ed_the_Red,681,7,10,1,6.606461086637298
eddy_sterckx,1051,6,10,2,5.609895337773549
EdekDemolka,515,6,10,3,6.159223300970874
edralla,851,7,10,3,6.807873090481786
edroz,556,7,10,2,7.0359712230215825
eduardpop,755,7.4,10,1,6.94
eduart,994,7,10,1,6.379275653923541
edubvidal,845,5,9,5,5.588165680473373
eduvigis,592,7.7,9.5,5,7.656672297297297
edwardchow,1618,7,10,1,6.825957972805933
Eeeville,682,6,10,2,5.6627565982404695
eekamouse,1324,7,10,1,6.636706948640484
efreeman,582,7,10,1,6.263230240549828
Eggo,754,7,10,1,6.569628647214854
eggpie,700,6.5,10,2,6.545
Egozentrik,1216,7,10,1,7.390625
egrimm,701,7,10,1,6.853067047075606
Egwood,702,6,10,1,5.903133903133903
eieiowen,699,7,9,4,6.874105865522175
eimative,1056,5,10,1,5.372159090909091
eizahn,600,6.5,10,4.5,6.3525
Eizi,571,7,10,1,6.577933450087565
ej3ae,552,8,10,2,7.445652173913044
ejch80,509,7,10,4,7.221021611001965
ejclason,575,6.5,9.5,3,6.6347826086956525
ejones307,624,5,10,1,5.290064102564102
eknauer,613,6.5,10,1,6.438825448613377
ekted,554,5,10,1,5.35740072202166
El-ahrairah,1082,6,10,1,6.406654343807763
elas,751,5,10,1,5.07190412782956
elclarkey,553,7,10,1,6.8940325497287525
eldooderino,520,7,10,1,6.5115384615384615
Eldring,566,6.5,10,1,6.143286219081272
Elektro,665,7,10,2,6.837593984962406
Elephantpool,727,6.8,9.2,1,6.217744154057772
elfsong,659,7,10,3,7.06752655538695
Elijah Six,763,7,10,4.5,7.255570117955439
elijah234,754,6,10,1,6.141909814323608
Elium,710,7,10,2,7.159507042253521
ellephai,583,6,10,1,6.0977701543739276
elmariachi,521,5,10,1,5.164107485604607
elqueaprende,919,8.5,10,4,8.494230685527748
Els76,567,7.8,10,2,7.56931216931217
elschmear,1609,6,8,6,6.6469857054070856
eluvitar,891,6.5,10,1,6.289691358024691
elwayfan2k,1075,7.9,10,1,7.4997209302325585
Elwen,889,7,10,2,6.69363329583802
emike,506,7,10,1,6.515810276679842
Emil 109,622,6,10,2,5.923633440514469
emonika,1385,6,9,2,5.981949458483754
Emperor_Davidus,660,7,10,1,6.6
emperormark,737,7.25,10,1,6.696811397557666
emptyset,536,7,10,1,6.541044776119403
enavico,656,6,10,1,5.652439024390244
Ende,606,7,10,1,6.531353135313531
Ender4747,657,6.5,10,1,6.550989345509893
Ender667,1033,6,10,1,6.2622458857696035
ender7,713,6,10,2,6.681626928471248
EndersGame,512,7.5,10,1,7.442208984375
enderw9,768,8,10,3,7.764973958333333
endou_kenji,818,8,10,3,7.6679706601466995
enemyoftheworld,746,5.95,10,1,5.613538873994638
Engoduun,580,7,10,1,6.568965517241379
EnumahElish,661,8,10,2,7.519129243570348
enzo622,833,6,10,1,5.828331332533013
epicgamer,687,7,9,1,6.612809315866085
Epicurean,575,7,9,3,6.987826086956522
epilgrim,1068,6,10,1,6.214419475655431
Epudo,613,4,10,1,4.154812398042415
Eric,515,6.3,9.3,2,6.247961165048544
Eric Brosius,1612,6,10,1,5.626550868486352
Eric Ridley,977,6,10,1,6.133367451381781
ericbinnyc,1031,6.5,9,1,6.396217264791464
erichv,588,7,10,5,7.280612244897959
ericlosiewicz,594,6.5,10,2,6.307239057239057
ErikArndt,614,7,10,1,7.184039087947883
ErikPontoppidan,520,6,10,1,6.325
ErintheRed,750,6,10,1,6.0713333333333335
ErisQuilty,1808,7.5,10,1,7.361172566371682
erniemacmurray,585,8,10,1,7.7094017094017095
Errante,1073,6.75,9.75,2,6.60601118359739
escgar,532,7,10,3,6.975563909774436
escueladejuegos,556,6.5,10,1,6.225989208633093
eskmoe,833,7,10,1,6.986194477791116
etherton,590,6,10,1,5.882203389830509
etienne_san,534,7.5,9,3,7.179775280898877
europa3355,755,7,10,3,6.929139072847682
eusebio_babilon,683,7.4,9.8,4,7.369692532942899
Evenfall,648,7.5,10,3,7.493055555555555
evil_puck,607,8,10,1,7.612850082372323
evilandy,573,7,10,1,6.831064572425829
EvilEwok89,521,8,10,5,7.885796545105566
evilkuz,842,6,10,1,5.7826603325415675
EvilPolBro,1089,6,10,2,6.365013774104683
evilschnuck,693,7,10,3,6.818903318903319
evingerm@epix.net,1531,5,9,2,5.4918354016982365
ewetterl,618,6,10,1,6.286407766990291
ewm73,777,6,10,1,6.009047619047619
ExcitingJeff,567,6,10,1,5.586119929453263
exo20811,943,7,10,2,7.572640509013786
exparrot,1070,6,10,1,5.735514018691589
ExplodingSnail,585,7,10,1,6.303418803418803
extatix,550,7,10,2,6.461472545454545
Extermiknuter,606,7,10,1,7.217986798679868
EYE of NiGHT,1177,6.6,10,1,6.5584536958368735
Eyron161,1253,7,10,1,6.647246608140463
F_Rabbit,975,6.5,10,1,6.538461538461538
fabericus,638,6,10,1,6.093260188087775
fabio,1431,6.5,9,3,6.597134870719777
Fabregus,768,7.5,10,1,7.385416666666667
fabricefab,904,7,10,1,6.860287610619469
fake,4302,6,10,1,6.101115760111576
FakeDutch,1300,6,10,1,5.688461538461539
Falcata,825,6,9,2,6
familygaming,898,4,10,2,4.795100222717149
familywontplay,1357,6.5,10,1,6.188835666912307
Fangarr,593,6.5,9,1,6.440134907251265
FantasyNerd8,607,7,10,1,7.0800658978583195
faqtotum,1284,7,10,1,6.968847352024922
farchamb,1340,6,10,1,6.459328358208955
farfadetmaussade,642,7,10,3,7.165264797507788
fargus9,598,7,9.5,2,6.980969899665552
farmergiles,1102,7,10,1,6.376588021778584
Farsol,745,6,10,4,6.649664429530201
FatwaBro,699,6,10,1,5.929184549356223
Fausticus1,1166,7,10,1,6.3477701543739276
Faziee,598,7,10,1,6.880434782608695
fbi_boy,673,8,10,1,7.713848439821694
fbinder,741,7,10,1,6.985964912280702
FC Dynamo Turbine,1972,5.5,10,1,5.547667342799189
Fedow,545,7,10,4,7.125688073394495
fedspaz,513,6,10,1,6.189083820662768
fehrmeister,1159,7,10,1,6.549611734253667
feldfan2014,846,7,10,1,6.895626477541371
fellonmyhead,1230,7,10,2,6.491869918699187
Fencejummper,665,7,10,1,6.491879699248121
fenghuoma,1145,7,10,1,6.547598253275109
FenrirOdinsBane,670,7,10,1,6.32089552238806
ferengi,529,7,9.5,2,6.653345935727788
ferion,554,6,10,1,5.944151624548736
fermino,554,8,10,3,7.617328519855596
ferq,600,7,10,1,6.8933333333333335
ferris1971,748,8,9.75,1,7.478275401069519
feverdream,691,6.25,10,3,6.245528219971057
